cadence,distance,heart_rate,latitude,longitude,temperature,timestamp
82,417.22,121,51.06958259828389,5.220743659883738,27,2021-07-25 07:28:29
84,433.05,118,51.069438848644495,5.220769140869379,27,2021-07-25 07:28:33
82,443.77,118,51.06934220530093,5.2207825519144535,27,2021-07-25 07:28:36
81,464.62,121,51.06917029246688,5.220766039565206,27,2021-07-25 07:28:44
82,475.31,124,51.06912729330361,5.220629330724478,27,2021-07-25 07:28:48
81,478.0,124,51.06911555863917,5.22059571929276,27,2021-07-25 07:28:49
81,495.32,125,51.06906786561012,5.22036069072783,27,2021-07-25 07:28:55
81,515.88,126,51.06898840516806,5.220094313845038,27,2021-07-25 07:29:01
81,523.3,125,51.06895286589861,5.220004627481103,27,2021-07-25 07:29:03
80,542.31,126,51.06888011097908,5.2197556011378765,26,2021-07-25 07:29:08
81,549.56,129,51.06888790614903,5.2196363266557455,26,2021-07-25 07:29:10
82,552.79,130,51.068882541731,5.219588801264763,26,2021-07-25 07:29:11
83,563.6,133,51.068847170099616,5.219445303082466,26,2021-07-25 07:29:14
84,574.06,134,51.068839794024825,5.219293422996998,26,2021-07-25 07:29:17
82,592.41,131,51.06883987784386,5.219024950638413,26,2021-07-25 07:29:23
82,594.98,130,51.06883409433067,5.218989243730903,26,2021-07-25 07:29:24
81,618.47,130,51.068783048540354,5.218667965382338,26,2021-07-25 07:29:32
81,635.78,129,51.06884825974703,5.218444671481848,26,2021-07-25 07:29:37
81,640.83,129,51.06885278597474,5.218372838571668,26,2021-07-25 07:29:39
81,645.04,129,51.06885337270796,5.218312321230769,26,2021-07-25 07:29:41
81,651.89,129,51.06880970299244,5.218240991234779,26,2021-07-25 07:29:44
81,666.48,130,51.06874046847224,5.218064803630114,26,2021-07-25 07:29:49
81,684.1,131,51.068677017465234,5.217836564406753,26,2021-07-25 07:29:55
81,686.27,131,51.06866176240146,5.217817118391395,26,2021-07-25 07:29:56
81,688.14,131,51.068645250052214,5.217812759801745,26,2021-07-25 07:29:57
81,690.06,132,51.06862840242684,5.217818459495902,26,2021-07-25 07:29:59
79,690.54,132,51.06862806715071,5.217816028743982,26,2021-07-25 07:30:02
79,691.83,132,51.06861348263919,5.217839078977704,26,2021-07-25 07:30:06
80,698.77,132,51.06855556368828,5.217875959351659,26,2021-07-25 07:30:09
80,700.96,132,51.06853762641549,5.217888951301575,26,2021-07-25 07:30:10
83,709.75,133,51.06846562586725,5.217944020405412,26,2021-07-25 07:30:15
81,728.99,132,51.068307710811496,5.218054158613086,26,2021-07-25 07:30:22
82,733.95,132,51.068266136571765,5.218081064522266,26,2021-07-25 07:30:24
82,740.99,133,51.0682072956115,5.218121046200395,26,2021-07-25 07:30:27
83,753.63,134,51.06810771860182,5.218206876888871,25,2021-07-25 07:30:32
79,774.49,134,51.067959275096655,5.218388931825757,25,2021-07-25 07:30:38
80,781.11,134,51.067903032526374,5.21842279471457,25,2021-07-25 07:30:40
81,792.56,131,51.06780555099249,5.218476690351963,25,2021-07-25 07:30:45
81,795.72,131,51.06777981854975,5.218495549634099,25,2021-07-25 07:30:46
81,810.7,131,51.06764922849834,5.218552043661475,25,2021-07-25 07:30:50
81,814.39,130,51.06761754490435,5.218567885458469,25,2021-07-25 07:30:51
83,838.73,131,51.067414954304695,5.218706605955958,25,2021-07-25 07:30:58
82,861.27,133,51.0672246851027,5.218829652294517,25,2021-07-25 07:31:05
81,866.87,133,51.06717908754945,5.218871394172311,25,2021-07-25 07:31:07
82,887.23,133,51.06701195240021,5.218990668654442,25,2021-07-25 07:31:12
80,908.53,133,51.06682344339788,5.219061663374305,25,2021-07-25 07:31:19
83,926.53,132,51.06670819222927,5.218887738883495,25,2021-07-25 07:31:24
81,949.77,132,51.06660400517285,5.218600574880838,25,2021-07-25 07:31:31
82,970.36,134,51.06651767157018,5.218340652063489,25,2021-07-25 07:31:37
82,988.46,135,51.066445000469685,5.218104869127274,25,2021-07-25 07:31:43
82,1011.79,136,51.06635372154415,5.217803372070193,25,2021-07-25 07:31:50
84,1031.32,136,51.06630896218121,5.217531966045499,25,2021-07-25 07:31:56
83,1054.81,136,51.066238302737474,5.217214711010456,25,2021-07-25 07:32:03
83,1074.86,134,51.06618968769908,5.2169356774538755,25,2021-07-25 07:32:09
83,1083.83,134,51.066156746819615,5.216817744076252,25,2021-07-25 07:32:12
82,1104.74,135,51.066113663837314,5.216517755761743,25,2021-07-25 07:32:20
83,1111.57,136,51.06610318645835,5.216418681666255,25,2021-07-25 07:32:22
82,1130.64,136,51.06605423614383,5.216157836839557,25,2021-07-25 07:32:28
84,1151.89,137,51.06601048260927,5.21586287766695,25,2021-07-25 07:32:34
87,1155.03,137,51.065989611670375,5.215832702815533,25,2021-07-25 07:32:35
80,1175.04,136,51.06590621173382,5.215579234063625,25,2021-07-25 07:32:41
82,1191.39,135,51.06584661640227,5.215364405885339,25,2021-07-25 07:32:46
82,1197.57,136,51.06583261862397,5.215278742834926,25,2021-07-25 07:32:48
81,1215.68,136,51.065779477357864,5.2150331530719995,25,2021-07-25 07:32:54
78,1234.27,136,51.06573052704334,5.214778007939458,25,2021-07-25 07:33:00
81,1244.67,139,51.06569440104067,5.214641382917762,25,2021-07-25 07:33:03
83,1260.53,140,51.06565944850445,5.214419178664684,25,2021-07-25 07:33:08
83,1263.38,140,51.06565207242966,5.214379783719778,25,2021-07-25 07:33:09
82,1280.52,140,51.065588453784585,5.214164284989238,25,2021-07-25 07:33:15
83,1300.0,140,51.065481416881084,5.213946355506778,25,2021-07-25 07:33:22
81,1318.14,140,51.06546616181731,5.213682828471065,25,2021-07-25 07:33:27
80,1340.04,140,51.065397430211306,5.213394071906805,25,2021-07-25 07:33:33
81,1344.05,140,51.06536968611181,5.2133571077138186,24,2021-07-25 07:33:34
81,1366.0,142,51.065232306718826,5.213134987279773,25,2021-07-25 07:33:41
80,1383.06,143,51.065123341977596,5.212964918464422,24,2021-07-25 07:33:46
80,1405.79,145,51.065003983676434,5.212697451934218,24,2021-07-25 07:33:53
81,1409.32,145,51.064987890422344,5.212650764733553,24,2021-07-25 07:33:54
82,1431.89,143,51.06487766839564,5.212366534397006,24,2021-07-25 07:34:01
82,1434.73,142,51.06486660428345,5.212326720356941,24,2021-07-25 07:34:02
82,1456.6,142,51.064757807180285,5.212062187492847,24,2021-07-25 07:34:09
82,1479.56,141,51.06463040225208,5.211804360151291,24,2021-07-25 07:34:16
81,1486.08,141,51.06459419243038,5.21173101849854,24,2021-07-25 07:34:18
82,1500.16,144,51.0644996445626,5.211599841713905,24,2021-07-25 07:34:22
83,1510.62,141,51.06442923657596,5.211503701284528,24,2021-07-25 07:34:25
83,1530.11,142,51.064365869387984,5.211225086823106,24,2021-07-25 07:34:32
84,1552.03,143,51.06424734927714,5.210972959175706,24,2021-07-25 07:34:39
83,1574.71,144,51.064118603244424,5.210721334442496,24,2021-07-25 07:34:46
84,1592.17,147,51.0640405677259,5.2104992140084505,24,2021-07-25 07:34:52
83,1597.66,147,51.06401517055929,5.210429057478905,24,2021-07-25 07:34:54
84,1610.94,147,51.06393973343074,5.210280530154705,24,2021-07-25 07:34:58
83,1613.71,147,51.06392380781472,5.210250020027161,24,2021-07-25 07:34:59
82,1629.97,147,51.06386345811188,5.210036113858223,24,2021-07-25 07:35:04
83,1651.67,146,51.06374468654394,5.209787506610155,24,2021-07-25 07:35:10
81,1671.93,146,51.06361795216799,5.209580808877945,24,2021-07-25 07:35:16
81,1675.35,146,51.06360194273293,5.209538899362087,24,2021-07-25 07:35:17
83,1695.8,146,51.06347990222275,5.2093191258609295,24,2021-07-25 07:35:23
84,1717.05,146,51.06337437406182,5.209062723442912,24,2021-07-25 07:35:29
85,1720.2,146,51.063364651054144,5.209017796441913,24,2021-07-25 07:35:30
84,1735.84,147,51.06329273432493,5.208821492269635,25,2021-07-25 07:35:35
83,1756.57,147,51.063206819817424,5.208551427349448,24,2021-07-25 07:35:42
83,1759.29,147,51.06319164857268,5.20852024666965,25,2021-07-25 07:35:43
80,1774.85,144,51.06310355477035,5.2083490043878555,24,2021-07-25 07:35:48
81,1783.84,144,51.063055358827114,5.208245487883687,25,2021-07-25 07:35:51
83,1804.05,144,51.062934240326285,5.20802965387702,25,2021-07-25 07:35:57
83,1819.6,145,51.06285285204649,5.207841647788882,25,2021-07-25 07:36:02
82,1840.2,145,51.06274430640042,5.207597315311432,25,2021-07-25 07:36:08
83,1854.51,146,51.06273072771728,5.207398748025298,25,2021-07-25 07:36:12
81,1866.98,146,51.06280884705484,5.207271594554186,25,2021-07-25 07:36:15
82,1883.98,149,51.06292032636702,5.2071064710617065,25,2021-07-25 07:36:19
82,1887.34,150,51.062948405742645,5.207080068066716,25,2021-07-25 07:36:20
84,1901.3,153,51.06301378458738,5.2069056406617165,25,2021-07-25 07:36:24
84,1904.49,151,51.06302820146084,5.206866329535842,25,2021-07-25 07:36:25
82,1916.88,149,51.063061226159334,5.206706905737519,25,2021-07-25 07:36:29
80,1931.63,148,51.06301059946418,5.206512864679098,25,2021-07-25 07:36:35
81,1953.14,149,51.062921080738306,5.206242213025689,25,2021-07-25 07:36:42
82,1959.32,149,51.06290666386485,5.206156969070435,25,2021-07-25 07:36:44
82,1980.26,147,51.06280599720776,5.205912049859762,25,2021-07-25 07:36:51
83,1999.16,145,51.062647327780724,5.205800905823708,25,2021-07-25 07:36:57
83,2008.56,145,51.06260080821812,5.205688001587987,25,2021-07-25 07:37:00
83,2018.48,144,51.0625674482435,5.205556573346257,25,2021-07-25 07:37:03
83,2033.17,142,51.06252319179475,5.205359933897853,25,2021-07-25 07:37:08
84,2055.68,143,51.062456890940666,5.205050306394696,25,2021-07-25 07:37:15
83,2073.96,145,51.06246896088123,5.204807901754975,25,2021-07-25 07:37:20
82,2087.45,145,51.06255856342614,5.204673372209072,25,2021-07-25 07:37:24
82,2090.43,145,51.06258253566921,5.20465325564146,25,2021-07-25 07:37:25
83,2112.91,143,51.06276635080576,5.204506488516927,25,2021-07-25 07:37:33
83,2118.41,142,51.062808176502585,5.204465752467513,25,2021-07-25 07:37:35
84,2121.98,142,51.062808679416776,5.204413365572691,25,2021-07-25 07:37:37
84,2124.25,142,51.06280465610325,5.204381514340639,25,2021-07-25 07:37:38
83,2131.88,142,51.062775906175375,5.204282021149993,25,2021-07-25 07:37:41
83,2135.13,142,51.06276308186352,5.204234914854169,25,2021-07-25 07:37:43
83,2140.43,141,51.06274489313364,5.204164255410433,25,2021-07-25 07:37:45
82,2155.42,140,51.06272938661277,5.203951690346003,25,2021-07-25 07:37:50
84,2172.06,140,51.06269250623882,5.203720182180405,25,2021-07-25 07:37:55
84,2189.45,139,51.062679681926966,5.203469479456544,25,2021-07-25 07:38:01
83,2192.31,139,51.06267641298473,5.20342874340713,25,2021-07-25 07:38:02
83,2210.57,140,51.062634754925966,5.203177621588111,25,2021-07-25 07:38:07
83,2228.88,141,51.062650261446834,5.202918369323015,25,2021-07-25 07:38:12
84,2249.25,142,51.06265193782747,5.202627182006836,25,2021-07-25 07:38:17
84,2258.34,142,51.062659565359354,5.202497597783804,25,2021-07-25 07:38:20
84,2277.93,141,51.06267004273832,5.202220659703016,25,2021-07-25 07:38:26
84,2281.1,141,51.062680184841156,5.202178331092,25,2021-07-25 07:38:27
84,2283.65,140,51.06269636191428,5.202150670811534,25,2021-07-25 07:38:28
83,2289.38,140,51.06274229474366,5.202112533152103,25,2021-07-25 07:38:30
84,2293.48,140,51.06276584789157,5.202069198712707,25,2021-07-25 07:38:32
85,2299.46,140,51.06275847181678,5.201984290033579,25,2021-07-25 07:38:34
85,2303.08,140,51.06275277212262,5.201933328062296,25,2021-07-25 07:38:35
82,2319.34,139,51.06272393837571,5.20170584321022,25,2021-07-25 07:38:40
82,2325.47,139,51.06271555647254,5.20161934196949,25,2021-07-25 07:38:42
82,2341.15,140,51.06268999166787,5.201398143544793,25,2021-07-25 07:38:48
0,2343.07,141,51.062683118507266,5.2013741713017225,25,2021-07-25 07:38:52
0,2346.88,138,51.062663923949,5.201334021985531,25,2021-07-25 07:38:57
0,2348.01,135,51.062672305852175,5.2013183478266,25,2021-07-25 07:39:00
0,2353.07,133,51.062714802101254,5.201342403888702,25,2021-07-25 07:39:07
0,2354.37,133,51.06272544711828,5.201350282877684,25,2021-07-25 07:39:08
82,2365.83,134,51.06282544322312,5.201389258727431,25,2021-07-25 07:39:13
83,2385.89,133,51.06298838742077,5.201508197933435,25,2021-07-25 07:39:20
82,2391.56,130,51.063036415725946,5.201535355299711,25,2021-07-25 07:39:22
82,2394.41,125,51.06306055560708,5.201548431068659,26,2021-07-25 07:39:24
82,2395.12,124,51.063065165653825,5.2015411388129,26,2021-07-25 07:39:25
82,2396.13,124,51.06306734494865,5.201527141034603,26,2021-07-25 07:39:26
48,2397.04,124,51.06306198053062,5.201529655605555,26,2021-07-25 07:39:29
48,2400.59,124,51.0630302131176,5.201528985053301,26,2021-07-25 07:39:31
48,2406.8,125,51.06297438964248,5.20151674747467,26,2021-07-25 07:39:33
80,2416.97,124,51.062880428507924,5.201512137427926,26,2021-07-25 07:39:36
79,2437.38,122,51.06269979849458,5.201451200991869,26,2021-07-25 07:39:43
80,2449.6,122,51.0625862237066,5.201415158808231,26,2021-07-25 07:39:48
80,2461.88,121,51.06248966418207,5.201329160481691,26,2021-07-25 07:39:53
80,2468.07,120,51.06244741939008,5.201270654797554,26,2021-07-25 07:39:55
82,2481.28,122,51.06235999614,5.201138807460666,26,2021-07-25 07:40:01
41,2482.82,123,51.062350859865546,5.201113326475024,26,2021-07-25 07:40:03
79,2484.77,122,51.06233309023082,5.201110979542136,26,2021-07-25 07:40:05
0,2486.42,122,51.062321523204446,5.201125731691718,26,2021-07-25 07:40:06
78,2497.76,122,51.06226796284318,5.201267804950476,26,2021-07-25 07:40:14
78,2499.45,121,51.06226016767323,5.201288508251309,26,2021-07-25 07:40:15
78,2501.28,121,51.06224927119911,5.201307786628604,26,2021-07-25 07:40:17
71,2502.25,118,51.0622513666749,5.201290352270007,26,2021-07-25 07:40:19
71,2505.25,118,51.06224549934268,5.201324634253979,27,2021-07-25 07:40:23
76,2506.81,118,51.062245750799775,5.201346930116415,26,2021-07-25 07:40:24
78,2519.41,117,51.062212977558374,5.201517837122083,27,2021-07-25 07:40:29
79,2532.01,118,51.06218506582081,5.2016928512603045,27,2021-07-25 07:40:33
79,2537.21,118,51.06217609718442,5.201767785474658,27,2021-07-25 07:40:35
80,2550.25,121,51.0621218662709,5.201933830976486,27,2021-07-25 07:40:41
81,2566.68,122,51.062018517404795,5.202101552858949,27,2021-07-25 07:40:47
80,2582.25,124,51.06194199062884,5.202285535633564,27,2021-07-25 07:40:54
80,2584.34,124,51.061923801898956,5.202293414622545,27,2021-07-25 07:40:55
0,2585.64,123,51.06191164813936,5.202291738241911,27,2021-07-25 07:40:57
0,2585.64,123,51.06191181577742,5.2022903971374035,27,2021-07-25 07:40:58
0,2587.06,120,51.061897315084934,5.202268352732062,27,2021-07-25 07:41:06
64,2588.87,120,51.06188641861081,5.202288469299674,28,2021-07-25 07:41:09
64,2592.6,120,51.061862194910645,5.202325852587819,28,2021-07-25 07:41:11
82,2597.14,120,51.061832355335355,5.202370276674628,28,2021-07-25 07:41:13
82,2614.68,122,51.06172506697476,5.202555432915688,28,2021-07-25 07:41:20
84,2633.77,122,51.06161962263286,5.202780570834875,28,2021-07-25 07:41:27
81,2652.14,120,51.06151535175741,5.202987268567085,27,2021-07-25 07:41:34
81,2667.67,124,51.06143035925925,5.2031636238098145,28,2021-07-25 07:41:39
85,2680.45,126,51.06136581860483,5.203320700675249,28,2021-07-25 07:41:43
84,2700.72,127,51.06124369427562,5.203535696491599,27,2021-07-25 07:41:49
84,2722.42,129,51.0611115116626,5.203759577125311,27,2021-07-25 07:41:56
84,2724.62,129,51.0610924847424,5.2037703059613705,27,2021-07-25 07:41:57
0,2728.87,129,51.06105417944491,5.203781621530652,27,2021-07-25 07:41:59
0,2728.97,129,51.06104923412204,5.203788997605443,27,2021-07-25 07:42:01
0,2736.27,130,51.061082258820534,5.2037014067173,27,2021-07-25 07:42:06
84,2749.98,129,51.06116113252938,5.203550113365054,27,2021-07-25 07:42:11
84,2762.24,130,51.06121687218547,5.2033953834325075,28,2021-07-25 07:42:15
84,2765.41,130,51.06123355217278,5.203357329592109,27,2021-07-25 07:42:16
84,2781.0,130,51.06132390908897,5.203187931329012,28,2021-07-25 07:42:21
85,2795.98,131,51.061418959870934,5.2030369732528925,27,2021-07-25 07:42:26
84,2812.27,131,51.06151141226292,5.2028558403253555,27,2021-07-25 07:42:31
83,2834.89,131,51.06164971366525,5.202619386836886,27,2021-07-25 07:42:38
85,2851.66,132,51.061733616515994,5.202422244474292,27,2021-07-25 07:42:43
85,2867.12,133,51.06182179413736,5.202251086011529,27,2021-07-25 07:42:48
85,2886.07,133,51.06193419545889,5.202047908678651,27,2021-07-25 07:42:54
81,2905.22,134,51.0620595049113,5.201857974752784,27,2021-07-25 07:43:00
82,2911.25,135,51.062095295637846,5.201793350279331,27,2021-07-25 07:43:02
83,2924.43,137,51.062147011980414,5.201624454930425,27,2021-07-25 07:43:06
83,2946.77,138,51.06219478882849,5.201315749436617,27,2021-07-25 07:43:13
81,2959.73,141,51.06222169473767,5.201136125251651,27,2021-07-25 07:43:17
84,2972.26,143,51.062267292290926,5.200972929596901,27,2021-07-25 07:43:21
84,2990.5,145,51.06235253624618,5.200750473886728,27,2021-07-25 07:43:27
85,3005.9,143,51.062438199296594,5.200570011511445,27,2021-07-25 07:43:32
85,3026.51,142,51.062556048855186,5.200335821136832,27,2021-07-25 07:43:38
85,3035.75,141,51.0626158118248,5.200242614373565,27,2021-07-25 07:43:41
85,3054.57,141,51.06277079321444,5.200135912746191,27,2021-07-25 07:43:47
83,3072.04,142,51.062923930585384,5.200080592185259,27,2021-07-25 07:43:53
83,3092.65,143,51.063084779307246,5.199935249984264,27,2021-07-25 07:44:00
82,3107.0,143,51.06321134604514,5.19991060718894,27,2021-07-25 07:44:05
85,3118.48,143,51.0632701870054,5.199778759852052,27,2021-07-25 07:44:09
83,3140.14,142,51.06339851394296,5.19954021088779,27,2021-07-25 07:44:16
83,3155.82,142,51.063481494784355,5.199358994141221,27,2021-07-25 07:44:21
84,3178.37,142,51.06359590776265,5.199093036353588,27,2021-07-25 07:44:28
85,3199.49,141,51.0637123323977,5.19885515794158,27,2021-07-25 07:44:35
85,3202.4,140,51.06372163631022,5.198815930634737,27,2021-07-25 07:44:36
83,3218.85,140,51.06380855664611,5.198628092184663,27,2021-07-25 07:44:42
84,3239.89,138,51.06392632238567,5.198393817991018,27,2021-07-25 07:44:49
85,3249.6,138,51.06397569179535,5.198279740288854,27,2021-07-25 07:44:52
84,3271.36,140,51.06409773230553,5.198036832734942,27,2021-07-25 07:44:59
83,3293.98,141,51.06420979835093,5.197767773643136,27,2021-07-25 07:45:06
83,3296.43,141,51.06422731652856,5.1977454777807,27,2021-07-25 07:45:07
83,3318.34,138,51.064368551597,5.1975231897085905,27,2021-07-25 07:45:14
84,3321.54,138,51.06438372284174,5.197484465315938,27,2021-07-25 07:45:15
83,3331.17,140,51.06443200260401,5.197370136156678,27,2021-07-25 07:45:18
84,3340.59,143,51.06448195874691,5.1972616743296385,27,2021-07-25 07:45:21
85,3343.76,144,51.06449847109616,5.197224793955684,27,2021-07-25 07:45:22
83,3361.91,144,51.06459578499198,5.197017258033156,27,2021-07-25 07:45:28
84,3384.46,143,51.06471497565508,5.196757419034839,27,2021-07-25 07:45:35
82,3405.2,143,51.06482611969113,5.196519959717989,27,2021-07-25 07:45:42
83,3411.31,143,51.06486123986542,5.196452820673585,27,2021-07-25 07:45:44
82,3432.11,143,51.06497632339597,5.196218881756067,27,2021-07-25 07:45:51
83,3434.97,143,51.064991829916835,5.196186359971762,27,2021-07-25 07:45:52
84,3455.11,141,51.06510045938194,5.195956779643893,27,2021-07-25 07:45:59
82,3476.23,139,51.065227864310145,5.19573281519115,27,2021-07-25 07:46:06
82,3479.15,139,51.06524471193552,5.195700293406844,27,2021-07-25 07:46:07
83,3494.24,140,51.06532718986273,5.195529721677303,27,2021-07-25 07:46:12
84,3509.03,139,51.06541360728443,5.1953694596886635,27,2021-07-25 07:46:17
84,3527.47,139,51.06554553844035,5.195219926536083,27,2021-07-25 07:46:23
83,3539.55,139,51.06565316207707,5.195201737806201,27,2021-07-25 07:46:28
82,3540.66,139,51.06566187925637,5.195193607360125,27,2021-07-25 07:46:29
82,3545.35,139,51.06568199582398,5.195135185495019,27,2021-07-25 07:46:32
78,3552.59,137,51.06567948125303,5.195034854114056,27,2021-07-25 07:46:36
78,3556.0,135,51.06565282680094,5.195011887699366,27,2021-07-25 07:46:38
79,3559.33,134,51.0656223166734,5.195017587393522,27,2021-07-25 07:46:40
78,3564.19,131,51.06558334082365,5.195050528272986,27,2021-07-25 07:46:42
77,3566.68,129,51.06557403691113,5.1950655318796635,27,2021-07-25 07:46:44
80,3578.48,130,51.06567629612982,5.1950328424572945,27,2021-07-25 07:46:49
81,3580.54,130,51.06569280847907,5.195046337321401,27,2021-07-25 07:46:50
81,3588.17,131,51.06572784483433,5.195141471922398,27,2021-07-25 07:46:53
80,3593.3,131,51.065737064927816,5.195214729756117,27,2021-07-25 07:46:55
82,3601.53,131,51.06572700664401,5.195331238210201,27,2021-07-25 07:46:58
82,3604.14,132,51.065732622519135,5.195367867127061,27,2021-07-25 07:46:59
83,3611.79,132,51.065764892846346,5.195465600118041,27,2021-07-25 07:47:02
82,3626.49,134,51.06581283733249,5.195666262879968,27,2021-07-25 07:47:08
83,3647.88,134,51.06589749455452,5.1959434524178505,28,2021-07-25 07:47:15
83,3650.33,135,51.06590780429542,5.19597664475441,28,2021-07-25 07:47:16
84,3658.03,137,51.065933117643,5.196085358038545,28,2021-07-25 07:47:19
84,3666.34,140,51.065968573093414,5.196190970018506,28,2021-07-25 07:47:22
84,3671.45,140,51.065987180918455,5.19626104272902,28,2021-07-25 07:47:24
84,3674.06,140,51.06599380262196,5.196299934759736,28,2021-07-25 07:47:25
85,3682.67,140,51.06601542793214,5.196427088230848,28,2021-07-25 07:47:28
85,3691.17,139,51.066023809835315,5.196558432653546,28,2021-07-25 07:47:31
85,3706.44,140,51.06607988476753,5.196781978011131,28,2021-07-25 07:47:36
86,3722.61,141,51.06615196913481,5.196989765390754,28,2021-07-25 07:47:41
84,3744.03,142,51.06625414453447,5.1972749177366495,28,2021-07-25 07:47:47
84,3764.23,143,51.06634257361293,5.197531990706921,28,2021-07-25 07:47:53
84,3767.27,143,51.06635204516351,5.197574235498905,27,2021-07-25 07:47:54
86,3786.46,143,51.06642538681626,5.197832314297557,27,2021-07-25 07:48:00
86,3789.6,143,51.066426895558834,5.197877325117588,27,2021-07-25 07:48:01
83,3792.62,142,51.06643888168037,5.1979160495102406,27,2021-07-25 07:48:02
83,3800.63,143,51.06647852808237,5.1980209071189165,27,2021-07-25 07:48:05
85,3821.73,145,51.066542733460665,5.198307652026415,27,2021-07-25 07:48:11
85,3840.57,146,51.06662085279822,5.198548128828406,27,2021-07-25 07:48:17
83,3859.83,147,51.0667032469064,5.198794053867459,27,2021-07-25 07:48:23
84,3875.02,147,51.06670232489705,5.199019443243742,27,2021-07-25 07:48:28
84,3885.93,148,51.066722022369504,5.199177609756589,27,2021-07-25 07:48:33
83,3887.48,149,51.06671942397952,5.1992027554661036,27,2021-07-25 07:48:34
84,3893.82,149,51.066724034026265,5.199307529255748,27,2021-07-25 07:48:38
84,3896.14,149,51.06673752889037,5.199335776269436,27,2021-07-25 07:48:39
